DataYear,ID,PropertyName,ReportingStatus,Address,ZIPCode,ChicagoEnergyRating,ExemptFromChicagoEnergyRating,CommunityArea,PrimaryPropertyType,GrossFloorArea,YearBuilt,NumberOfBuildings,WaterUse,ENERGYSTARScore,ElectricityUse,NaturalGasUse,DistrictSteamUse,DistrictChilledWaterUse,AllOtherFuelUse,SiteEUI,SourceEUI,WeatherNormalizedSiteEUI,WeatherNormalizedSourceEUI,TotalGHGEmissions,GHGIntensity,Latitude,Longitude,Location,Row_ID,Wards,CommunityAreas,ZipCodes,CensusTracts,HistoricalWards2003-2015
2016,158841,Sullivan Hig-CPS,Submitted,6631 N BOSWORTH AVE,60626,nan,,ROGERS PARK,K-12 School,218067.0,1928.0,1,,51,3536483.4,20045541.6,,,,108.1,147.4,116.5,156.2,1716.6,7.9,42.00281107,-87.66893497,"(42.00281107, -87.66893497)",2016-158841,5,10,21853.0,242,46
2017,158841,Sullivan Hig-CPS,Submitted,6631 N BOSWORTH AVE,60626,nan,,ROGERS PARK,K-12 School,218067.0,1928.0,1,,25,4557603.0,24419900.0,,,,132.9,183.2,146.8,197.8,2139.7,9.8,42.00281107,-87.66893497,"(42.00281107, -87.66893497)",2017-158841,5,10,21853.0,242,46
2018,158841,Sullivan Hig-CPS,Submitted,6631 N BOSWORTH AVE,60626,2.5,False,ROGERS PARK,K-12 School,218067.0,1928.0,1,2936.0,36,4156450.6,25683752.7,,,,136.8,177.0,136.1,176.2,2055.7,9.4,42.00281107,-87.66893497,"(42.00281107, -87.66893497)",2018-158841,5,10,21853.0,242,46
2021,158841,Roger C Sullivan High School,Submitted,6631 N Bosworth Ave,60626,1.5,False,ROGERS PARK,K-12 School,218067.0,1926.0,1,,39,4010751.4,19071848.1,0.0,0.0,,105.9,143.3,120.5,158.7,1585.8,7.3,42.00281107,-87.66893497,"(42.00281107, -87.66893497)",2021-158841,5,10,21853.0,242,46
2015,158842,Flanner Hall,Submitted,1068 W Sheridan Rd,60626,nan,,ROGERS PARK,College/University,64407.0,1976.0,1,,,6153167.0,8955670.0,,,,234.6,446.0,234.6,446.0,1712.0,26.6,41.99827699,-87.65806949,"(41.99827699, -87.65806949)",2015-158842,5,10,4451.0,267,3
2016,158842,Flanner Hall-ID# 158842,Submitted,1068 W Sheridan Rd,60626,nan,,ROGERS PARK,Mixed Use Property,64407.0,1976.0,1,,,6427737.1,4622811.8,,,,171.6,388.7,179.5,397.0,1430.3,22.2,41.99827699,-87.65806949,"(41.99827699, -87.65806949)",2016-158842,5,10,4451.0,267,3
2017,158842,Flanner Hall-ID# 158842,Submitted,1068 W Sheridan Rd,60626,nan,,ROGERS PARK,Mixed Use Property,64407.0,1976.0,1,,,7326710.0,4353194.0,,,,181.3,428.2,191.5,438.9,1585.9,24.6,41.99827699,-87.65806949,"(41.99827699, -87.65806949)",2017-158842,5,10,4451.0,267,3
2018,158842,Flanner Hall-ID# 158842,Submitted,1068 W Sheridan Rd,60626,2.0,False,ROGERS PARK,Mixed Use Property,64407.0,1976.0,1,1893.0,,7862275.0,1079472.4,,,,138.8,359.4,137.4,354.7,1365.3,21.2,41.99827699,-87.65806949,"(41.99827699, -87.65806949)",2018-158842,5,10,4451.0,267,3
2019,158842,Flanner Hall,Submitted,1068 W Sheridan Rd,60626,1.0,False,ROGERS PARK,Mixed Use Property,64407.0,1976.0,1,1.0,,8176649.9,4723850.4,,,,200.3,432.5,197.9,,1611.2,25.0,41.99827699,-87.65806949,"(41.99827699, -87.65806949)",2019-158842,5,10,4451.0,267,3
2021,158842,Flanner Hall-ID# 158842,Submitted,1068 W Sheridan Rd,60660,2.0,False,ROGERS PARK,Mixed Use Property,64407.0,1976.0,1,,,8760217.9,26506.5,0.0,0.0,,136.4,381.3,136.4,381.3,1252.6,19.4,41.99827699,-87.65806949,"(41.99827699, -87.65806949)",2021-158842,5,10,4451.0,267,3
2015,158867,Windermere House,Submitted,1642 E 56th Street,60615,nan,,HYDE PARK,Multifamily Housing,359018.0,1923.0,1,,42,5019502.0,28250900.0,,,,92.7,126.5,97.6,131.2,2509.0,7.0,41.79381936,-87.58493468,"(41.79381936, -87.58493468)",2015-158867,33,8,22260.0,502,32
2016,158867,Windermere House,Submitted,1642 E 56th Street,60615,nan,,HYDE PARK,Multifamily Housing,359018.0,1923.0,1,,35,5180398.7,30833198.8,,,,100.3,135.5,109.8,144.6,2592.6,7.2,41.79381936,-87.58493468,"(41.79381936, -87.58493468)",2016-158867,33,8,22260.0,502,32
2017,158867,Windermere House,Submitted,1642 E 56th Street,60615,nan,,HYDE PARK,Multifamily Housing,359018.0,1923.0,1,,33,4559947.0,31706102.0,,,,101.0,132.6,108.6,140.8,2527.2,7.0,41.79381936,-87.58493468,"(41.79381936, -87.58493468)",2017-158867,33,8,22260.0,502,32
2018,158867,Windermere House,Submitted,1642 E 56th Street,60615,1.5,False,HYDE PARK,Multifamily Housing,359018.0,1923.0,1,12774.0,32,5137294.9,30635098.9,,,,99.6,129.7,99.7,129.3,2481.8,6.9,41.79381936,-87.58493468,"(41.79381936, -87.58493468)",2018-158867,33,8,22260.0,502,32
2019,158867,Windermere House,Submitted,1642 E 56th St,60615,2.0,False,HYDE PARK,Multifamily Housing,359018.0,1923.0,1,,20,4709972.6,35767500.0,,,,112.7,,,,,,41.79381936,-87.58493468,"(41.79381936, -87.58493468)",2019-158867,33,8,22260.0,502,32
2021,158867,Windermere House,Submitted,1642 E 56th St,60637,3.5,False,HYDE PARK,Multifamily Housing,359018.0,1923.0,1,,58,4630531.0,23241350.1,0.0,0.0,,77.6,104.1,83.8,109.7,1895.8,5.3,41.79381936,-87.58493468,"(41.79381936, -87.58493468)",2021-158867,33,8,22260.0,502,32
2014,158868,KCBD,Submitted,900 E. 57th St.,60637,nan,,HYDE PARK,Laboratory,376735.0,2009.0,1,,,65743815.0,,119256719.0,,,491.0,929.0,481.0,916.0,21127.0,56.08,41.79207324,-87.60337358,"(41.79207324, -87.60337358)",2014-158868,33,8,22260.0,154,32
2015,158868,KCBD,Submitted,900 E. 57th St.,60637,nan,,HYDE PARK,Laboratory,376735.0,2009.0,1,,,66898504.0,,105191403.0,,,456.8,893.5,464.3,899.5,20425.0,54.2,41.79207324,-87.60337357999998,"(41.79207324, -87.60337358)",2015-158868,33,8,22260.0,154,32
2016,158868,KCBD,Submitted,900 E. 57th St.,60637,nan,,HYDE PARK,Laboratory,376735.0,2009.0,1,,,71837885.8,,104749620.1,,,468.7,933.3,464.5,920.0,20196.5,53.6,41.79207324,-87.60337358,"(41.79207324, -87.60337358)",2016-158868,33,8,22260.0,154,32
2017,158868,KCBD,Submitted,900 E. 57th St.,60637,nan,,HYDE PARK,Laboratory,376735.0,2009.0,1,,,64040067.0,,83974019.0,,,392.9,801.9,391.5,797.5,17416.4,46.2,41.79207324,-87.60337358,"(41.79207324, -87.60337358)",2017-158868,33,8,22260.0,154,32
2018,158868,KCBD,Submitted,900 E. 57th St.,60637,2.0,False,HYDE PARK,Laboratory,376735.0,2009.0,1,21710.0,,66322353.6,,89012701.4,,,412.3,777.2,412.2,776.3,16944.0,45.0,41.79207324,-87.60337358,"(41.79207324, -87.60337358)",2018-158868,33,8,22260.0,154,32
2019,158868,KCBD,Submitted,900 E. 57th St,60637,1.0,False,HYDE PARK,Laboratory,376735.0,2009.0,1,,,64761295.4,3640.0,81335279.5,,,387.8,741.1,385.6,,16174.7,42.9,41.79207324,-87.60337358,"(41.79207324, -87.60337358)",2019-158868,33,8,22260.0,154,32
2016,158873,Cloisters,Submitted,5801-11 S. Dorchester Ave.,60637,nan,,HYDE PARK,Multifamily Housing,191459.0,1928.0,1,,100,1819249.1,13455.9,,,,9.6,29.9,9.6,29.9,336.0,1.8,41.78926257,-87.59119396,"(41.78926257, -87.59119396)",2016-158873,33,8,22260.0,477,32
2017,158873,Cloisters,Submitted,5801-11 S. Dorchester Ave.,60637,nan,,HYDE PARK,Multifamily Housing,191459.0,1928.0,1,,62,1766057.0,15262976.0,,,,88.9,112.7,94.8,118.8,1137.2,5.9,41.78926257,-87.59119396,"(41.78926257, -87.59119396)",2017-158873,33,8,22260.0,477,32
2018,158873,Cloisters,Submitted,5801-11 S. Dorchester Ave.,60637,3.5,False,HYDE PARK,Multifamily Housing,191459.0,1928.0,1,3654.0,71,1909326.2,16161000.6,,,,94.4,116.6,95.6,117.9,1176.0,6.1,41.78926257,-87.59119396,"(41.78926257, -87.59119396)",2018-158873,33,8,22260.0,477,32
2019,158873,Cloisters,Submitted,5801 5811 S DORCHESTER AVE,60637,3.0,False,HYDE PARK,Multifamily Housing,191459.0,1928.0,1,,68,1526508.0,17156748.1,,,,97.6,116.4,95.6,,1149.5,6.0,41.78926257,-87.59119396,"(41.78926257, -87.59119396)",2019-158873,33,8,22260.0,477,32
2021,158873,Cloisters,Submitted,5801 5811 S DORCHESTER AVE,60637,1.0,False,HYDE PARK,Multifamily Housing,195459.0,1928.0,1,,18,1437514.2,26713598.7,0.0,0.0,,147.0,167.5,163.8,184.7,1624.2,8.5,41.78926257,-87.59119396,"(41.78926257, -87.59119396)",2021-158873,33,8,22260.0,477,32
2015,158874,Earl Shapiro Hall,Submitted,5800 Stony Island Avenue,60637,nan,,HYDE PARK,K-12 School,130848.0,2013.0,1,,37,4281255.0,5953920.0,,,,78.2,150.5,79.8,151.5,1176.0,9.0,41.78956469,-87.58708582,"(41.78956469, -87.58708582)",2015-158874,33,8,22260.0,502,32
2016,158874,Earl Shapiro Hall,Submitted,5800 Stony Island Avenue,60637,nan,,HYDE PARK,K-12 School,130848.0,2013.0,1,,39,4398822.1,5318890.3,,,,74.3,148.2,76.5,148.5,1093.3,8.4,41.78956469,-87.58708582,"(41.78956469, -87.58708582)",2016-158874,33,8,22260.0,502,32
2017,158874,Earl Shapiro Hall,Submitted,5800 Stony Island Avenue,60637,nan,,HYDE PARK,K-12 School,130848.0,2013.0,1,,31,4573998.0,6093000.0,,,,81.5,158.7,84.2,160.2,1169.3,8.9,41.78956469,-87.58708582,"(41.78956469, -87.58708582)",2017-158874,33,8,22260.0,502,32
2018,158874,Earl Shapiro Hall,Submitted,5800 Stony Island Avenue,60637,1.5,False,HYDE PARK,K-12 School,130848.0,2013.0,1,1651.0,31,4563099.6,6360000.1,,,,83.5,148.7,82.0,146.3,1096.9,8.4,41.78956469,-87.58708582,"(41.78956469, -87.58708582)",2018-158874,33,8,22260.0,502,32
2019,158874,Earl Shapiro Hall,Submitted,5800 S Stony Island Ave,60637,1.0,False,HYDE PARK,K-12 School,130848.0,2013.0,1,,24,4725384.6,6696999.9,,,,87.3,154.9,86.2,,1093.2,8.4,41.78956469,-87.58708582,"(41.78956469, -87.58708582)",2019-158874,33,8,22260.0,502,32
2021,158874,Earl Shapiro Hall,Submitted,5800 S Stony Island Ave,60637,1.0,False,HYDE PARK,K-12 School,130848.0,2013.0,1,,20,4743475.0,6230440.3,0.0,0.0,,83.9,151.5,88.0,155.9,1008.4,7.7,41.78956469,-87.58708582,"(41.78956469, -87.58708582)",2021-158874,33,8,22260.0,502,32
2015,158958,Jackson Park Hospital,Submitted,7531-45 STONY-ISLAND AVE,60649,nan,,SOUTH SHORE,Hospital (General Medical & Surgical),382000.0,1932.0,6,,21,31642311.0,76743724.0,,,,283.7,471.0,279.5,465.4,10434.0,27.3,41.75763999,-87.585176,"(41.75763999, -87.585176)",2015-158958,35,39,22538.0,188,9
2016,158958,Jackson Park Hospital,Submitted,7531-45 STONY-ISLAND AVE,60649,nan,,SOUTH SHORE,Hospital (General Medical & Surgical),382000.0,1932.0,6,,33,30216767.5,72061273.4,,,,267.7,446.5,263.3,438.7,9397.1,24.6,41.75763999,-87.585176,"(41.75763999, -87.585176)",2016-158958,35,39,22538.0,188,9
2017,158958,Jackson Park Hospital,Submitted,7531-45 STONY-ISLAND AVE,60649,nan,,SOUTH SHORE,Hospital (General Medical & Surgical),382000.0,1932.0,6,,54,30801233.0,50600100.0,,,,213.1,392.3,,,8382.6,21.9,41.75763999,-87.585176,"(41.75763999, -87.585176)",2017-158958,35,39,22538.0,188,9
2018,158958,Jackson Park Hospital,Submitted,7531-45 STONY-ISLAND AVE,60649,1.5,False,SOUTH SHORE,Hospital (General Medical & Surgical),382000.0,1932.0,6,25515.0,31,31968072.1,67706999.9,,,,260.9,420.4,261.2,420.5,8914.6,23.3,41.75763999,-87.585176,"(41.75763999, -87.585176)",2018-158958,35,39,22538.0,188,9
2019,158958,Jackson Park Hospital,Submitted,7531 S Stony Island Ave,60649,1.0,False,SOUTH SHORE,Hospital (General Medical & Surgical),382000.0,1932.0,6,,22,30895356.3,76802999.9,,,,281.9,437.6,281.2,,9219.3,24.1,41.75763999,-87.585176,"(41.75763999, -87.585176)",2019-158958,35,39,22538.0,188,9
2015,159002,U.S. Bank -- Pullman Branch,Submitted,1000 E 111th Street,60628,nan,,PULLMAN,Bank Branch,91339.0,1972.0,1,,43,5132678.0,7092099.0,,,,133.8,258.0,136.9,260.2,1408.0,15.4,41.69442889,-87.59918519999998,"(41.69442889, -87.5991852)",2015-159002,43,47,21861.0,254,30
2016,159002,U.S. Bank -- Pullman Branch,Submitted,1000 E 111th Street,60628,nan,,PULLMAN,Bank Branch,96000.0,1972.0,1,,9,6770339.5,7940990.3,,,,153.2,308.3,158.6,314.0,1669.7,17.4,41.69442889,-87.5991852,"(41.69442889, -87.5991852)",2016-159002,43,47,21861.0,254,30
2017,159002,U.S. Bank -- Pullman Branch,Submitted,1000 E 111th Street,60628,nan,,PULLMAN,Bank Branch,96000.0,1972.0,1,,14,5657618.0,7934535.0,,,,141.6,271.8,147.6,278.2,1467.5,15.3,41.69442889,-87.5991852,"(41.69442889, -87.5991852)",2017-159002,43,47,21861.0,254,30
2018,159002,U.S. Bank -- Pullman Branch,Submitted,1000 E 111th Street,60628,1.0,False,PULLMAN,Bank Branch,96000.0,1972.0,1,1186.0,6,5864931.2,8087777.7,,,,145.3,259.5,142.7,256.5,1405.3,14.6,41.69442889,-87.5991852,"(41.69442889, -87.5991852)",2018-159002,43,47,21861.0,254,30
2021,159005,George H Corliss High School,Submitted,821 E 103rd St,60628,1.0,False,PULLMAN,K-12 School,272651.0,1974.0,2,,25,13159224.2,8797249.6,0.0,0.0,,80.5,169.0,86.7,179.2,2346.7,8.6,41.70649646,-87.60268998,"(41.70649646, -87.60268998)",2021-159005,43,47,21861.0,254,30
2015,159044,Lidia Puchinska Apartments,Submitted,838 N. Noble Street,60642,nan,,WEST TOWN,Multifamily Housing,268851.0,1965.0,2,,77,3729770.0,20773300.0,,,,91.1,124.7,93.6,127.3,1853.0,6.9,41.89750905,-87.66328018,"(41.89750905, -87.66328018)",2015-159044,41,25,22620.0,484,41
2016,159044,Lidia Puchinska Apartments,Submitted,838 N. Noble Street,60642,nan,,WEST TOWN,Multifamily Housing,268851.0,1965.0,2,,89,4090547.9,16538588.3,,,,76.7,112.4,80.7,115.0,1632.4,6.1,41.89750905,-87.66328018,"(41.89750905, -87.66328018)",2016-159044,41,25,22620.0,484,41
2017,159044,Lidia Puchinska Apartments,Submitted,838 N. Noble Street,60642,nan,,WEST TOWN,Multifamily Housing,268851.0,1965.0,2,,67,4014897.0,22268758.0,,,,97.8,133.9,102.9,140.1,1925.1,7.2,41.89750905,-87.66328018,"(41.89750905, -87.66328018)",2017-159044,41,25,22620.0,484,41
2018,159044,Lidia Puchinska Apartments,Submitted,838 N. Noble Street,60642,4.0,False,WEST TOWN,Multifamily Housing,268851.0,1965.0,2,4230.0,79,4384365.4,19275571.1,,,,88.0,120.9,88.9,121.9,1753.2,6.5,41.89750905,-87.66328018,"(41.89750905, -87.66328018)",2018-159044,41,25,22620.0,484,41
2016,159091,Continental Plaza,Submitted,1330 W 76th Street,60620,nan,,AUBURN GRESHAM,Multifamily Housing,203603.0,2006.0,1,,28,6745088.3,4150165.8,,,,53.5,118.3,54.6,119.4,1338.1,6.6,41.756041,-87.656765,"(41.756041, -87.656765)",2016-159091,31,70,21554.0,572,17
2017,159091,Continental Plaza,Submitted,1330 W 76th Street,60620,nan,,AUBURN GRESHAM,Multifamily Housing,203603.0,2006.0,1,,25,6356124.0,4297290.0,,,,52.3,115.6,53.4,116.7,1322.9,6.5,41.756041,-87.656765,"(41.756041, -87.656765)",2017-159091,31,70,21554.0,572,17
2018,159091,Continental Plaza,Submitted,1330 W 76th Street,60620,1.0,False,AUBURN GRESHAM,Multifamily Housing,203603.0,2006.0,1,7021.0,22,7031412.1,4879500.1,,,,58.5,121.9,58.2,122.0,1428.9,7.0,41.756041,-87.656765,"(41.756041, -87.656765)",2018-159091,31,70,21554.0,572,17
2019,159091,Continental Plaza Apartments,Submitted,1330 1358 W 76th St,60620,1.5,False,AUBURN GRESHAM,Multifamily Housing,203603.0,2006.0,1,7928.0,36,5788505.8,5177400.0,,,,53.9,106.3,53.7,,1238.0,6.1,41.756041,-87.656765,"(41.756041, -87.656765)",2019-159091,31,70,21554.0,572,17
2021,159091,Continental Plaza,Submitted,1330 1358 W 76th St,60620,2.0,False,AUBURN GRESHAM,Multifamily Housing,203603.0,2006.0,1,,42,5773103.3,4016699.8,0.0,0.0,,48.1,99.3,50.2,103.9,1025.2,5.0,41.756041,-87.656765,"(41.756041, -87.656765)",2021-159091,31,70,21554.0,572,17
2015,159099,Sofitel Chicago Water Tower,Submitted,20 East Chestnut,60611,nan,,NEAR NORTH SIDE,Hotel,377000.0,2002.0,1,,14,25751985.0,34219801.0,,,,159.1,309.8,161.0,310.1,6992.0,18.5,41.89869734,-87.62731284,"(41.89869734, -87.62731284)",2015-159099,11,37,21182.0,104,22
2016,159099,Sofitel Chicago Water Tower,Submitted,20 East Chestnut,60611,nan,,NEAR NORTH SIDE,Hotel,377000.0,2002.0,1,,17,25711508.1,31371499.1,,,,151.4,301.5,154.1,300.4,6405.5,17.0,41.89869734,-87.62731284,"(41.89869734, -87.62731284)",2016-159099,11,37,21182.0,104,22
2017,159099,Sofitel Chicago Water Tower,Submitted,20 East Chestnut,60611,nan,,NEAR NORTH SIDE,Hotel,377000.0,2002.0,1,,13,24305283.0,30517799.0,,,,145.4,287.4,148.8,289.0,6114.9,16.2,41.89869734,-87.62731284,"(41.89869734, -87.62731284)",2017-159099,11,37,21182.0,104,22
2018,159099,Sofitel Chicago Water Tower,Submitted,20 East Chestnut,60611,1.0,False,NEAR NORTH SIDE,Hotel,377000.0,2002.0,1,8946.0,15,24832177.7,30544897.8,,,,146.9,269.5,146.8,268.9,5753.6,15.3,41.89869734,-87.62731284,"(41.89869734, -87.62731284)",2018-159099,11,37,21182.0,104,22
2019,159099,Sofitel Chicago Water Tower,Submitted,20 E Chestnut St,60611,1.0,False,NEAR NORTH SIDE,Hotel,377000.0,2002.0,1,,16,23717044.0,31791397.8,,,,147.2,,,,,,41.89869734,-87.62731284,"(41.89869734, -87.62731284)",2019-159099,11,37,21182.0,104,22
2021,159099,Sofitel Chicago Water Tower,Submitted,20 E Chestnut St,60611,0.0,False,NEAR NORTH SIDE,Hotel,377000.0,2002.0,1,,,0.0,0.0,0.0,0.0,,,,,,,,41.89869734,-87.62731284,"(41.89869734, -87.62731284)",2021-159099,11,37,21182.0,104,22
2015,159100,1111 N. Dearborn Apartments,Submitted,1111 N. Dearborn,60610,nan,,NEAR NORTH SIDE,Multifamily Housing,330974.0,1986.0,1,,46,7257675.0,22556611.0,,,,90.1,140.4,93.2,142.7,2656.0,8.0,41.90216178,-87.62945783,"(41.90216178, -87.62945783)",2015-159100,11,37,14926.0,230,22
2016,159100,1111 N. Dearborn Apartments,Submitted,1111 N. Dearborn,60610,nan,,NEAR NORTH SIDE,Multifamily Housing,330974.0,1986.0,1,,49,7464377.8,22266459.0,,,,89.8,141.5,95.7,144.8,2558.5,7.7,41.90216178,-87.62945783,"(41.90216178, -87.62945783)",2016-159100,11,37,14926.0,230,22
2017,159100,1111 N. Dearborn Apartments,Submitted,1111 N. Dearborn,60610,nan,,NEAR NORTH SIDE,Multifamily Housing,330974.0,1986.0,1,,49,6951230.0,22041968.0,,,,87.6,135.9,92.8,141.2,2456.0,7.4,41.90216178,-87.62945783,"(41.90216178, -87.62945783)",2017-159100,11,37,14926.0,230,22
2018,159100,1111 N. Dearborn Apartments,Submitted,1111 N. Dearborn,60610,2.5,False,NEAR NORTH SIDE,Multifamily Housing,330974.0,1986.0,1,11903.0,52,6990526.1,23143175.4,,,,91.0,132.6,91.3,131.3,2392.2,7.2,41.90216178,-87.62945783,"(41.90216178, -87.62945783)",2018-159100,11,37,14926.0,230,22
2019,159100,1111 N. Dearborn St,Submitted,1111 N. Dearborn St,60610,2.0,False,NEAR NORTH SIDE,Multifamily Housing,330974.0,1986.0,1,,48,6560586.8,24272493.6,,,,93.2,132.5,92.2,,2380.7,7.2,41.90216178,-87.62945783,"(41.90216178, -87.62945783)",2019-159100,11,37,14926.0,230,22
2021,159100,1111 N. Dearborn Apartments,Submitted,1111 N. Dearborn St,60610,4.0,False,NEAR NORTH SIDE,Multifamily Housing,370974.0,1986.0,1,,62,6901145.3,21715699.0,0.0,0.0,,86.5,127.3,91.4,130.2,2139.1,6.5,41.90216178,-87.62945783,"(41.90216178, -87.62945783)",2021-159100,11,37,14926.0,230,22
2016,159103,Chestnut Tower,Submitted,121 W Chestnut St,60610,nan,,NEAR NORTH SIDE,Multifamily Housing,199575.0,2000.0,1,,24,6140555.9,14587002.4,,,,103.9,173.4,111.5,178.5,1906.6,9.6,41.8975933,-87.63238627,"(41.8975933, -87.63238627)",2016-159103,11,37,14926.0,310,22
2017,159103,Chestnut Tower,Submitted,121 W Chestnut St,60610,nan,,NEAR NORTH SIDE,Multifamily Housing,234615.0,2001.0,1,,74,5643196.0,10712484.0,,,,69.7,123.5,72.8,125.9,1612.4,6.9,41.8975933,-87.63238627,"(41.8975933, -87.63238627)",2017-159103,11,37,14926.0,310,22
2018,159103,Chestnut Tower,Submitted,121 W Chestnut St,60610,4.0,False,NEAR NORTH SIDE,Multifamily Housing,234615.0,2001.0,1,7261.0,89,3490441.9,14291921.1,,,,75.8,105.6,76.8,106.6,1339.8,5.7,41.8975933,-87.63238627,"(41.8975933, -87.63238627)",2018-159103,11,37,14926.0,310,22
2019,159103,Chestnut Tower,Submitted,121 W Chestnut St,60610,4.0,False,NEAR NORTH SIDE,Multifamily Housing,234615.0,2001.0,1,,63,5539238.7,14094518.0,,,,83.7,129.2,81.6,,1670.2,7.1,41.8975933,-87.63238627,"(41.8975933, -87.63238627)",2019-159103,11,37,14926.0,310,22
2021,159103,Chestnut Tower (ch084),Submitted,121 W Chestnut St,60610,3.0,False,NEAR NORTH SIDE,Multifamily Housing,308244.0,2001.0,1,,68,5716676.3,11644771.9,0.0,0.0,,74.0,120.3,78.7,122.9,1435.0,6.1,41.8975933,-87.63238627,"(41.8975933, -87.63238627)",2021-159103,11,37,14926.0,310,22
2015,159111,Aurora Chicago Lakeshore Hospital,Submitted,4840 N. Marine Drive,60640,nan,,UPTOWN,Other - Specialty Hospital,51140.0,1962.0,1,,,1036408.0,905026.0,,,,38.0,82.2,37.8,81.8,256.0,5.0,41.97030477,-87.65057835,"(41.97030477, -87.65057835)",2015-159111,39,31,22616.0,635,40
2016,159111,Aurora Chicago Lakeshore Hospital,Submitted,4840 N. Marine Drive,60640,nan,,UPTOWN,Other - Specialty Hospital,51140.0,1962.0,1,,,,,,,,,,,,,,41.97030477,-87.65057835,"(41.97030477, -87.65057835)",2016-159111,39,31,22616.0,635,40
2017,159111,Aurora Chicago Lakeshore Hospital,Submitted,4840 N. Marine Drive,60640,nan,,UPTOWN,Other - Specialty Hospital,51140.0,1962.0,1,,,,,,,,,,,,,,41.97030477,-87.65057835,"(41.97030477, -87.65057835)",2017-159111,39,31,22616.0,635,40
2018,159111,Aurora Chicago Lakeshore Hospital,Submitted,4840 N. Marine Drive,60640,4.0,False,UPTOWN,Other - Specialty Hospital,51140.0,1962.0,1,3441.0,,3703889.8,50206.8,,,,73.4,203.8,72.3,200.8,618.9,12.1,41.97030477,-87.65057835,"(41.97030477, -87.65057835)",2018-159111,39,31,22616.0,635,40
2016,159123,(IL500) - 1516 N State Pkwy Condo,Submitted,1516 N. State Pkwy.,60616,nan,,NEAR NORTH SIDE,Multifamily Housing,122400.0,1972.0,1,,74,3199899.8,4964506.0,,,,66.7,124.7,71.1,129.2,853.5,7.0,41.90998274,-87.62925728,"(41.90998274, -87.62925728)",2016-159123,11,37,14926.0,100,22
2017,159123,(IL500) - 1516 N State Pkwy Condo,Submitted,1516 N. State Pkwy.,60616,nan,,NEAR NORTH SIDE,Multifamily Housing,122400.0,1972.0,1,,78,2976782.0,4730578.0,,,,63.0,116.9,67.4,123.2,801.7,6.5,41.90998274,-87.62925728,"(41.90998274, -87.62925728)",2017-159123,11,37,14926.0,100,22
2018,159123,(IL500) - 1516 N State Pkwy Condo,Submitted,1516 N. State Pkwy.,60616,4.0,False,NEAR NORTH SIDE,Multifamily Housing,144000.0,1972.0,1,2681.0,88,3093588.7,5599190.0,,,,60.4,101.0,59.5,99.0,812.1,5.6,41.90998274,-87.62925728,"(41.90998274, -87.62925728)",2018-159123,11,37,14926.0,100,22
2019,159123,(IL500) - 1516 N State Pkwy Condo,Submitted,1516 N STATE PKWY,60616,4.0,False,NEAR NORTH SIDE,Multifamily Housing,144000.0,1972.0,1,,83,3186947.9,5928843.5,,,,63.3,105.2,62.6,,845.1,5.9,41.90998274,-87.62925728,"(41.90998274, -87.62925728)",2019-159123,11,37,14926.0,100,22
2021,159123,(IL500) - 1516 N State Pkwy Condo,Submitted,1516 N STATE PKWY,60610,4.0,False,NEAR NORTH SIDE,Multifamily Housing,126400.0,1972.0,1,,74,2776913.2,4837692.5,0.0,0.0,,72.7,122.7,77.7,127.4,653.6,6.2,41.90998274,-87.62925728,"(41.90998274, -87.62925728)",2021-159123,11,37,14926.0,100,22
2015,159156,One East Delaware,Submitted,1 East Delaware PL,60611,nan,,NEAR NORTH SIDE,Multifamily Housing,330164.0,1988.0,2,,4,14323702.0,19070056.0,,,,101.1,196.9,104.4,199.6,3891.0,11.8,41.89877964,-87.6278525,"(41.89877964, -87.6278525)",2015-159156,11,37,21182.0,104,22
2016,159156,One East Delaware,Submitted,1 East Delaware PL,60611,nan,,NEAR NORTH SIDE,Multifamily Housing,330164.0,1989.0,1,,9,14327912.7,16107890.9,,,,92.2,187.5,95.6,188.8,3496.5,10.6,41.89877964,-87.6278525,"(41.89877964, -87.6278525)",2016-159156,11,37,21182.0,104,22
2017,159156,"AG One East Delaware Owner, LLC",Submitted,1 East Delaware,60611,nan,,NEAR NORTH SIDE,Multifamily Housing,753750.0,1989.0,1,,,13668138.0,9488300.0,,,,30.7,70.2,31.8,71.6,3031.1,4.0,41.89877964,-87.6278525,"(41.89877964, -87.6278525)",2017-159156,11,37,21182.0,104,22
2018,159156,"AG One East Delaware Owner, LLC",Submitted,1 East Delaware,60611,3.5,False,NEAR NORTH SIDE,Multifamily Housing,506500.0,1989.0,1,11770.0,54,13361255.5,19502596.6,,,,64.9,114.3,64.9,113.5,3258.7,6.4,41.89877964,-87.6278525,"(41.89877964, -87.6278525)",2018-159156,11,37,21182.0,104,22
2019,159156,One East Delaware,Submitted,1 E Delaware Pl,60611,2.5,False,NEAR NORTH SIDE,Multifamily Housing,506500.0,1989.0,1,9960.0,56,12645199.6,19149651.1,,,,62.8,109.6,61.4,,3120.8,6.2,41.89877964,-87.6278525,"(41.89877964, -87.6278525)",2019-159156,11,37,21182.0,104,22
